event_id,order_id,store_id,sku_id,event_ts,reason
SO120612_SKU0078,ORD120612,DS016,SKU0078,2025-08-13 20:44:28,Zero on hand
SO120624_SKU0008,ORD120624,DS016,SKU0008,2025-08-13 10:44:23,Pick fail
SO120638_SKU0047,ORD120638,DS016,SKU0047,2025-08-13 17:16:00,Pick fail
SO120650_SKU0080,ORD120650,DS016,SKU0080,2025-08-13 08:43:36,Zero on hand
SO120655_SKU0068,ORD120655,DS016,SKU0068,2025-08-13 15:04:23,Pick fail
SO120656_SKU0035,ORD120656,DS016,SKU0035,2025-08-13 11:45:45,Zero on hand
SO120660_SKU0059,ORD120660,DS017,SKU0059,2025-08-13 14:03:01,Damaged
SO120663_SKU0038,ORD120663,DS017,SKU0038,2025-08-13 11:20:46,Damaged
SO120670_SKU0063,ORD120670,DS017,SKU0063,2025-08-13 20:36:33,Pick fail
SO120687_SKU0066,ORD120687,DS017,SKU0066,2025-08-13 15:06:47,Zero on hand
SO120687_SKU0068,ORD120687,DS017,SKU0068,2025-08-13 15:06:47,Expired
SO120688_SKU0049,ORD120688,DS017,SKU0049,2025-08-13 18:27:03,Pick fail
SO120689_SKU0051,ORD120689,DS017,SKU0051,2025-08-13 13:24:02,Pick fail
SO120698_SKU0068,ORD120698,DS017,SKU0068,2025-08-13 18:51:16,Pick fail
SO120724_SKU0040,ORD120724,DS017,SKU0040,2025-08-13 18:07:22,Expired
SO120725_SKU0007,ORD120725,DS017,SKU0007,2025-08-13 18:29:03,Zero on hand
SO120729_SKU0009,ORD120729,DS017,SKU0009,2025-08-13 18:20:56,Damaged
SO120735_SKU0015,ORD120735,DS017,SKU0015,2025-08-13 18:46:35,Pick fail
SO120745_SKU0055,ORD120745,DS017,SKU0055,2025-08-13 19:57:28,Zero on hand
SO120745_SKU0041,ORD120745,DS017,SKU0041,2025-08-13 19:57:28,Expired
SO120746_SKU0049,ORD120746,DS017,SKU0049,2025-08-13 10:53:18,Damaged
SO120754_SKU0053,ORD120754,DS001,SKU0053,2025-08-14 19:49:03,Damaged
SO120755_SKU0009,ORD120755,DS001,SKU0009,2025-08-14 14:36:22,Expired
SO120764_SKU0003,ORD120764,DS001,SKU0003,2025-08-14 08:22:39,Zero on hand
SO120776_SKU0015,ORD120776,DS001,SKU0015,2025-08-14 17:57:00,Damaged
SO120792_SKU0061,ORD120792,DS001,SKU0061,2025-08-14 23:36:28,Zero on hand
SO120793_SKU0077,ORD120793,DS001,SKU0077,2025-08-14 20:50:35,Pick fail
SO120807_SKU0031,ORD120807,DS001,SKU0031,2025-08-14 20:01:20,Damaged
SO120814_SKU0035,ORD120814,DS001,SKU0035,2025-08-14 08:31:32,Damaged
SO120817_SKU0017,ORD120817,DS001,SKU0017,2025-08-14 18:57:00,Damaged
SO120822_SKU0015,ORD120822,DS001,SKU0015,2025-08-14 13:43:43,Expired
SO120827_SKU0047,ORD120827,DS001,SKU0047,2025-08-14 16:05:26,Zero on hand
SO120838_SKU0019,ORD120838,DS002,SKU0019,2025-08-14 11:48:05,Damaged
SO120859_SKU0007,ORD120859,DS002,SKU0007,2025-08-14 18:03:01,Pick fail
SO120867_SKU0024,ORD120867,DS002,SKU0024,2025-08-14 17:29:27,Zero on hand
SO120870_SKU0029,ORD120870,DS002,SKU0029,2025-08-14 09:43:35,Expired
SO120871_SKU0036,ORD120871,DS002,SKU0036,2025-08-14 17:08:59,Zero on hand
SO120872_SKU0027,ORD120872,DS002,SKU0027,2025-08-14 11:51:59,Expired
SO120875_SKU0068,ORD120875,DS002,SKU0068,2025-08-14 10:32:53,Expired
SO120877_SKU0008,ORD120877,DS002,SKU0008,2025-08-14 17:32:52,Pick fail
SO120877_SKU0042,ORD120877,DS002,SKU0042,2025-08-14 17:32:52,Expired
SO120879_SKU0021,ORD120879,DS002,SKU0021,2025-08-14 12:53:48,Zero on hand
SO120903_SKU0054,ORD120903,DS002,SKU0054,2025-08-14 13:13:04,Zero on hand
SO120905_SKU0063,ORD120905,DS002,SKU0063,2025-08-14 12:56:55,Damaged
SO120911_SKU0059,ORD120911,DS003,SKU0059,2025-08-14 11:31:57,Pick fail
SO120913_SKU0055,ORD120913,DS003,SKU0055,2025-08-14 11:22:10,Expired
SO120920_SKU0057,ORD120920,DS003,SKU0057,2025-08-14 10:59:45,Zero on hand
SO120921_SKU0047,ORD120921,DS003,SKU0047,2025-08-14 10:37:34,Pick fail
SO120925_SKU0027,ORD120925,DS003,SKU0027,2025-08-14 20:14:47,Zero on hand
SO120928_SKU0064,ORD120928,DS003,SKU0064,2025-08-14 18:02:32,Zero on hand
SO120937_SKU0026,ORD120937,DS003,SKU0026,2025-08-14 13:00:00,Pick fail
SO120943_SKU0054,ORD120943,DS003,SKU0054,2025-08-14 17:18:43,Damaged
SO120963_SKU0078,ORD120963,DS003,SKU0078,2025-08-14 18:11:58,Zero on hand
SO120963_SKU0052,ORD120963,DS003,SKU0052,2025-08-14 18:11:58,Zero on hand
SO120964_SKU0009,ORD120964,DS003,SKU0009,2025-08-14 16:00:28,Damaged
SO120965_SKU0053,ORD120965,DS003,SKU0053,2025-08-14 12:14:03,Damaged
SO120982_SKU0032,ORD120982,DS004,SKU0032,2025-08-14 18:22:39,Zero on hand
SO120991_SKU0078,ORD120991,DS004,SKU0078,2025-08-14 18:19:58,Zero on hand
SO120991_SKU0080,ORD120991,DS004,SKU0080,2025-08-14 18:19:58,Expired
SO120994_SKU0073,ORD120994,DS004,SKU0073,2025-08-14 08:23:41,Damaged
SO121003_SKU0051,ORD121003,DS004,SKU0051,2025-08-14 21:40:34,Pick fail
SO121003_SKU0053,ORD121003,DS004,SKU0053,2025-08-14 21:40:34,Zero on hand
SO121009_SKU0051,ORD121009,DS004,SKU0051,2025-08-14 20:26:39,Damaged
SO121013_SKU0040,ORD121013,DS004,SKU0040,2025-08-14 16:48:15,Damaged
SO121022_SKU0045,ORD121022,DS004,SKU0045,2025-08-14 12:33:06,Damaged
SO121023_SKU0046,ORD121023,DS004,SKU0046,2025-08-14 20:03:53,Zero on hand
SO121028_SKU0032,ORD121028,DS005,SKU0032,2025-08-14 12:43:57,Damaged
SO121029_SKU0040,ORD121029,DS005,SKU0040,2025-08-14 09:16:01,Expired
SO121039_SKU0043,ORD121039,DS005,SKU0043,2025-08-14 12:31:33,Damaged
SO121046_SKU0037,ORD121046,DS005,SKU0037,2025-08-14 19:55:23,Zero on hand
SO121058_SKU0026,ORD121058,DS005,SKU0026,2025-08-14 19:38:07,Expired
SO121060_SKU0077,ORD121060,DS005,SKU0077,2025-08-14 16:03:53,Pick fail
SO121060_SKU0061,ORD121060,DS005,SKU0061,2025-08-14 16:03:53,Zero on hand
SO121061_SKU0009,ORD121061,DS005,SKU0009,2025-08-14 13:22:04,Zero on hand
SO121072_SKU0010,ORD121072,DS005,SKU0010,2025-08-14 10:51:06,Damaged
SO121073_SKU0042,ORD121073,DS005,SKU0042,2025-08-14 19:00:10,Zero on hand
SO121075_SKU0059,ORD121075,DS005,SKU0059,2025-08-14 12:41:07,Pick fail
SO121088_SKU0008,ORD121088,DS005,SKU0008,2025-08-14 17:25:12,Damaged
SO121093_SKU0079,ORD121093,DS005,SKU0079,2025-08-14 11:28:37,Zero on hand
SO121106_SKU0055,ORD121106,DS005,SKU0055,2025-08-14 22:54:19,Damaged
SO121113_SKU0056,ORD121113,DS005,SKU0056,2025-08-14 20:05:51,Damaged
SO121114_SKU0063,ORD121114,DS005,SKU0063,2025-08-14 09:06:52,Expired
SO121120_SKU0072,ORD121120,DS005,SKU0072,2025-08-14 08:58:20,Zero on hand
SO121122_SKU0006,ORD121122,DS005,SKU0006,2025-08-14 15:55:06,Damaged
SO121133_SKU0007,ORD121133,DS006,SKU0007,2025-08-14 12:02:35,Expired
SO121155_SKU0059,ORD121155,DS006,SKU0059,2025-08-14 13:03:55,Expired
SO121165_SKU0068,ORD121165,DS006,SKU0068,2025-08-14 15:53:42,Zero on hand
SO121176_SKU0050,ORD121176,DS006,SKU0050,2025-08-14 13:22:05,Pick fail
SO121199_SKU0017,ORD121199,DS006,SKU0017,2025-08-14 17:49:35,Expired
SO121201_SKU0006,ORD121201,DS006,SKU0006,2025-08-14 22:57:37,Zero on hand
SO121221_SKU0031,ORD121221,DS007,SKU0031,2025-08-14 19:08:03,Damaged
SO121224_SKU0065,ORD121224,DS007,SKU0065,2025-08-14 20:14:07,Zero on hand
SO121231_SKU0079,ORD121231,DS007,SKU0079,2025-08-14 17:54:28,Damaged
SO121240_SKU0049,ORD121240,DS007,SKU0049,2025-08-14 21:03:43,Pick fail
SO121247_SKU0058,ORD121247,DS007,SKU0058,2025-08-14 13:26:12,Expired
SO121250_SKU0077,ORD121250,DS007,SKU0077,2025-08-14 13:41:29,Zero on hand
SO121253_SKU0025,ORD121253,DS007,SKU0025,2025-08-14 14:47:07,Zero on hand
SO121272_SKU0025,ORD121272,DS007,SKU0025,2025-08-14 19:23:13,Zero on hand
SO121278_SKU0064,ORD121278,DS007,SKU0064,2025-08-14 10:53:44,Damaged
SO121287_SKU0077,ORD121287,DS007,SKU0077,2025-08-14 20:46:31,Pick fail
SO121293_SKU0027,ORD121293,DS007,SKU0027,2025-08-14 19:20:36,Zero on hand
SO121316_SKU0008,ORD121316,DS008,SKU0008,2025-08-14 21:43:49,Expired
SO121319_SKU0051,ORD121319,DS008,SKU0051,2025-08-14 22:07:33,Damaged
SO121321_SKU0060,ORD121321,DS008,SKU0060,2025-08-14 16:53:23,Pick fail
SO121323_SKU0009,ORD121323,DS008,SKU0009,2025-08-14 20:45:03,Expired
SO121325_SKU0056,ORD121325,DS008,SKU0056,2025-08-14 19:34:04,Damaged
SO121326_SKU0051,ORD121326,DS008,SKU0051,2025-08-14 20:52:16,Zero on hand
SO121326_SKU0044,ORD121326,DS008,SKU0044,2025-08-14 20:52:16,Damaged
SO121334_SKU0004,ORD121334,DS008,SKU0004,2025-08-14 21:25:01,Zero on hand
SO121341_SKU0053,ORD121341,DS008,SKU0053,2025-08-14 08:28:16,Zero on hand
SO121343_SKU0056,ORD121343,DS008,SKU0056,2025-08-14 17:22:02,Pick fail
SO121343_SKU0043,ORD121343,DS008,SKU0043,2025-08-14 17:22:02,Zero on hand
SO121344_SKU0065,ORD121344,DS008,SKU0065,2025-08-14 16:49:48,Zero on hand
SO121356_SKU0001,ORD121356,DS008,SKU0001,2025-08-14 13:03:29,Damaged
SO121360_SKU0052,ORD121360,DS008,SKU0052,2025-08-14 18:37:27,Pick fail
SO121368_SKU0044,ORD121368,DS008,SKU0044,2025-08-14 15:03:38,Damaged
SO121370_SKU0052,ORD121370,DS008,SKU0052,2025-08-14 18:42:18,Pick fail
SO121383_SKU0061,ORD121383,DS009,SKU0061,2025-08-14 16:37:18,Pick fail
SO121386_SKU0046,ORD121386,DS009,SKU0046,2025-08-14 08:57:30,Zero on hand
SO121392_SKU0069,ORD121392,DS009,SKU0069,2025-08-14 20:26:44,Expired
SO121392_SKU0018,ORD121392,DS009,SKU0018,2025-08-14 20:26:44,Zero on hand
SO121396_SKU0036,ORD121396,DS009,SKU0036,2025-08-14 15:00:20,Expired
SO121413_SKU0011,ORD121413,DS009,SKU0011,2025-08-14 17:35:39,Damaged
SO121421_SKU0062,ORD121421,DS009,SKU0062,2025-08-14 18:44:32,Pick fail
SO121426_SKU0023,ORD121426,DS009,SKU0023,2025-08-14 21:02:36,Pick fail
SO121433_SKU0077,ORD121433,DS009,SKU0077,2025-08-14 13:00:36,Expired
SO121451_SKU0077,ORD121451,DS010,SKU0077,2025-08-14 20:03:24,Pick fail
SO121454_SKU0061,ORD121454,DS010,SKU0061,2025-08-14 12:14:57,Expired
SO121458_SKU0070,ORD121458,DS010,SKU0070,2025-08-14 20:03:46,Expired
SO121464_SKU0042,ORD121464,DS010,SKU0042,2025-08-14 19:41:30,Pick fail
SO121465_SKU0069,ORD121465,DS010,SKU0069,2025-08-14 17:15:51,Pick fail
SO121478_SKU0022,ORD121478,DS010,SKU0022,2025-08-14 20:59:31,Zero on hand
SO121486_SKU0064,ORD121486,DS010,SKU0064,2025-08-14 13:39:30,Pick fail
SO121487_SKU0061,ORD121487,DS010,SKU0061,2025-08-14 19:02:15,Expired
SO121488_SKU0063,ORD121488,DS010,SKU0063,2025-08-14 09:54:52,Damaged
SO121495_SKU0006,ORD121495,DS010,SKU0006,2025-08-14 19:50:49,Pick fail
SO121504_SKU0017,ORD121504,DS010,SKU0017,2025-08-14 23:30:17,Damaged
SO121515_SKU0059,ORD121515,DS010,SKU0059,2025-08-14 14:36:01,Expired
SO121532_SKU0052,ORD121532,DS010,SKU0052,2025-08-14 17:55:29,Zero on hand
SO121539_SKU0053,ORD121539,DS010,SKU0053,2025-08-14 20:24:44,Damaged
SO121546_SKU0066,ORD121546,DS010,SKU0066,2025-08-14 20:19:40,Zero on hand
SO121553_SKU0007,ORD121553,DS011,SKU0007,2025-08-14 13:20:39,Zero on hand
SO121554_SKU0045,ORD121554,DS011,SKU0045,2025-08-14 20:52:43,Zero on hand
SO121558_SKU0008,ORD121558,DS011,SKU0008,2025-08-14 13:51:32,Zero on hand
SO121561_SKU0032,ORD121561,DS011,SKU0032,2025-08-14 18:36:35,Damaged
SO121564_SKU0072,ORD121564,DS011,SKU0072,2025-08-14 21:24:44,Zero on hand
SO121571_SKU0009,ORD121571,DS011,SKU0009,2025-08-14 22:06:44,Pick fail
SO121574_SKU0011,ORD121574,DS011,SKU0011,2025-08-14 20:16:48,Expired
SO121578_SKU0022,ORD121578,DS011,SKU0022,2025-08-14 20:41:45,Zero on hand
SO121583_SKU0028,ORD121583,DS011,SKU0028,2025-08-14 18:19:19,Expired
SO121587_SKU0049,ORD121587,DS011,SKU0049,2025-08-14 21:10:13,Pick fail
SO121589_SKU0067,ORD121589,DS011,SKU0067,2025-08-14 21:37:28,Pick fail
SO121594_SKU0071,ORD121594,DS011,SKU0071,2025-08-14 14:12:17,Expired
SO121610_SKU0027,ORD121610,DS011,SKU0027,2025-08-14 16:47:43,Pick fail
SO121615_SKU0029,ORD121615,DS011,SKU0029,2025-08-14 18:18:46,Damaged
SO121617_SKU0005,ORD121617,DS011,SKU0005,2025-08-14 19:38:42,Damaged
SO121618_SKU0020,ORD121618,DS011,SKU0020,2025-08-14 11:13:49,Zero on hand
SO121636_SKU0003,ORD121636,DS012,SKU0003,2025-08-14 08:15:46,Zero on hand
SO121661_SKU0002,ORD121661,DS012,SKU0002,2025-08-14 13:13:31,Zero on hand
SO121671_SKU0002,ORD121671,DS012,SKU0002,2025-08-14 21:29:27,Zero on hand
SO121697_SKU0074,ORD121697,DS012,SKU0074,2025-08-14 18:28:37,Damaged
SO121700_SKU0048,ORD121700,DS012,SKU0048,2025-08-14 12:43:38,Damaged
SO121700_SKU0074,ORD121700,DS012,SKU0074,2025-08-14 12:43:38,Pick fail
SO121706_SKU0044,ORD121706,DS012,SKU0044,2025-08-14 14:29:58,Zero on hand
SO121730_SKU0044,ORD121730,DS013,SKU0044,2025-08-14 12:18:14,Pick fail
SO121734_SKU0059,ORD121734,DS013,SKU0059,2025-08-14 10:48:56,Pick fail
SO121738_SKU0057,ORD121738,DS013,SKU0057,2025-08-14 21:17:46,Expired
SO121747_SKU0034,ORD121747,DS013,SKU0034,2025-08-14 18:19:27,Damaged
SO121758_SKU0012,ORD121758,DS013,SKU0012,2025-08-14 18:14:29,Pick fail
SO121764_SKU0024,ORD121764,DS013,SKU0024,2025-08-14 20:10:52,Expired
SO121775_SKU0068,ORD121775,DS013,SKU0068,2025-08-14 12:56:22,Pick fail
SO121782_SKU0052,ORD121782,DS013,SKU0052,2025-08-14 12:19:16,Pick fail
SO121784_SKU0056,ORD121784,DS013,SKU0056,2025-08-14 21:24:35,Damaged
SO121788_SKU0067,ORD121788,DS013,SKU0067,2025-08-14 16:17:09,Pick fail
SO121791_SKU0007,ORD121791,DS013,SKU0007,2025-08-14 20:32:01,Damaged
SO121809_SKU0054,ORD121809,DS014,SKU0054,2025-08-14 12:19:59,Zero on hand
SO121813_SKU0050,ORD121813,DS014,SKU0050,2025-08-14 16:08:55,Zero on hand
SO121813_SKU0030,ORD121813,DS014,SKU0030,2025-08-14 16:08:55,Expired
SO121824_SKU0019,ORD121824,DS014,SKU0019,2025-08-14 13:14:07,Zero on hand
SO121828_SKU0056,ORD121828,DS014,SKU0056,2025-08-14 13:14:31,Zero on hand
SO121829_SKU0064,ORD121829,DS014,SKU0064,2025-08-14 10:30:54,Pick fail
SO121830_SKU0067,ORD121830,DS014,SKU0067,2025-08-14 18:12:38,Pick fail
SO121839_SKU0001,ORD121839,DS014,SKU0001,2025-08-14 17:02:26,Pick fail
SO121843_SKU0001,ORD121843,DS014,SKU0001,2025-08-14 17:44:46,Expired
SO121847_SKU0055,ORD121847,DS014,SKU0055,2025-08-14 13:44:03,Damaged
SO121847_SKU0063,ORD121847,DS014,SKU0063,2025-08-14 13:44:03,Expired
SO121848_SKU0031,ORD121848,DS014,SKU0031,2025-08-14 18:58:48,Damaged
SO121849_SKU0047,ORD121849,DS014,SKU0047,2025-08-14 10:25:26,Pick fail
SO121851_SKU0015,ORD121851,DS014,SKU0015,2025-08-14 09:20:43,Pick fail
SO121860_SKU0001,ORD121860,DS014,SKU0001,2025-08-14 10:12:44,Damaged
SO121863_SKU0078,ORD121863,DS014,SKU0078,2025-08-14 22:15:59,Zero on hand
SO121864_SKU0008,ORD121864,DS014,SKU0008,2025-08-14 15:34:56,Pick fail
SO121871_SKU0060,ORD121871,DS014,SKU0060,2025-08-14 11:34:11,Expired
SO121873_SKU0059,ORD121873,DS014,SKU0059,2025-08-14 17:04:46,Damaged
SO121875_SKU0065,ORD121875,DS014,SKU0065,2025-08-14 18:25:50,Damaged
SO121877_SKU0017,ORD121877,DS014,SKU0017,2025-08-14 11:54:08,Expired
SO121882_SKU0050,ORD121882,DS014,SKU0050,2025-08-14 13:03:24,Damaged
SO121888_SKU0069,ORD121888,DS014,SKU0069,2025-08-14 18:12:12,Zero on hand
SO121891_SKU0057,ORD121891,DS015,SKU0057,2025-08-14 13:33:45,Pick fail
SO121900_SKU0070,ORD121900,DS015,SKU0070,2025-08-14 11:25:47,Pick fail
SO121913_SKU0061,ORD121913,DS015,SKU0061,2025-08-14 10:26:42,Zero on hand
SO121916_SKU0062,ORD121916,DS015,SKU0062,2025-08-14 18:26:28,Zero on hand
SO121927_SKU0027,ORD121927,DS015,SKU0027,2025-08-14 20:46:10,Zero on hand
SO121941_SKU0003,ORD121941,DS016,SKU0003,2025-08-14 19:27:58,Damaged
SO121941_SKU0007,ORD121941,DS016,SKU0007,2025-08-14 19:27:58,Pick fail
SO121943_SKU0068,ORD121943,DS016,SKU0068,2025-08-14 15:59:12,Damaged
SO121951_SKU0052,ORD121951,DS016,SKU0052,2025-08-14 18:54:09,Pick fail
SO121954_SKU0007,ORD121954,DS016,SKU0007,2025-08-14 17:10:23,Pick fail
SO121957_SKU0023,ORD121957,DS016,SKU0023,2025-08-14 12:29:35,Zero on hand
SO121995_SKU0011,ORD121995,DS016,SKU0011,2025-08-14 18:38:35,Damaged
SO121996_SKU0043,ORD121996,DS016,SKU0043,2025-08-14 12:44:37,Expired
SO122011_SKU0004,ORD122011,DS016,SKU0004,2025-08-14 12:31:52,Damaged
SO122028_SKU0023,ORD122028,DS016,SKU0023,2025-08-14 17:38:43,Expired
SO122038_SKU0002,ORD122038,DS016,SKU0002,2025-08-14 12:06:42,Expired
SO122040_SKU0052,ORD122040,DS016,SKU0052,2025-08-14 19:38:03,Damaged
SO122041_SKU0006,ORD122041,DS016,SKU0006,2025-08-14 13:03:22,Expired
SO122052_SKU0005,ORD122052,DS016,SKU0005,2025-08-14 18:57:44,Zero on hand
SO122052_SKU0077,ORD122052,DS016,SKU0077,2025-08-14 18:57:44,Expired
SO122061_SKU0026,ORD122061,DS017,SKU0026,2025-08-14 22:31:30,Expired
SO122062_SKU0070,ORD122062,DS017,SKU0070,2025-08-14 14:06:14,Pick fail
SO122068_SKU0058,ORD122068,DS017,SKU0058,2025-08-14 18:10:30,Damaged
SO122068_SKU0024,ORD122068,DS017,SKU0024,2025-08-14 18:10:30,Damaged
SO122070_SKU0055,ORD122070,DS017,SKU0055,2025-08-14 19:59:57,Damaged
SO122100_SKU0047,ORD122100,DS017,SKU0047,2025-08-14 19:35:26,Zero on hand
SO122104_SKU0066,ORD122104,DS017,SKU0066,2025-08-14 17:43:51,Pick fail
SO122122_SKU0063,ORD122122,DS017,SKU0063,2025-08-14 21:55:41,Expired
SO122147_SKU0058,ORD122147,DS017,SKU0058,2025-08-14 12:51:11,Zero on hand
SO122155_SKU0021,ORD122155,DS017,SKU0021,2025-08-14 17:11:49,Expired
SO122159_SKU0002,ORD122159,DS017,SKU0002,2025-08-14 15:20:05,Zero on hand
SO122163_SKU0069,ORD122163,DS017,SKU0069,2025-08-14 14:41:07,Damaged
SO122174_SKU0068,ORD122174,DS001,SKU0068,2025-08-15 17:14:04,Damaged
SO122181_SKU0045,ORD122181,DS001,SKU0045,2025-08-15 09:36:10,Pick fail
SO122193_SKU0007,ORD122193,DS001,SKU0007,2025-08-15 19:14:18,Expired
SO122208_SKU0057,ORD122208,DS001,SKU0057,2025-08-15 19:00:24,Pick fail
SO122212_SKU0052,ORD122212,DS001,SKU0052,2025-08-15 13:02:09,Pick fail
SO122218_SKU0003,ORD122218,DS001,SKU0003,2025-08-15 20:09:58,Zero on hand
SO122238_SKU0003,ORD122238,DS001,SKU0003,2025-08-15 20:01:48,Zero on hand
SO122239_SKU0048,ORD122239,DS001,SKU0048,2025-08-15 17:54:36,Damaged
SO122244_SKU0042,ORD122244,DS001,SKU0042,2025-08-15 15:31:41,Damaged
SO122258_SKU0069,ORD122258,DS001,SKU0069,2025-08-15 12:44:22,Damaged
SO122261_SKU0064,ORD122261,DS001,SKU0064,2025-08-15 12:48:28,Zero on hand
SO122266_SKU0061,ORD122266,DS001,SKU0061,2025-08-15 12:01:24,Pick fail
SO122271_SKU0054,ORD122271,DS001,SKU0054,2025-08-15 20:50:40,Zero on hand
SO122271_SKU0076,ORD122271,DS001,SKU0076,2025-08-15 20:50:40,Damaged
SO122279_SKU0005,ORD122279,DS001,SKU0005,2025-08-15 19:36:59,Pick fail
SO122282_SKU0069,ORD122282,DS001,SKU0069,2025-08-15 21:25:51,Pick fail
SO122286_SKU0059,ORD122286,DS001,SKU0059,2025-08-15 14:41:10,Damaged
SO122297_SKU0048,ORD122297,DS001,SKU0048,2025-08-15 11:24:42,Damaged
SO122301_SKU0011,ORD122301,DS001,SKU0011,2025-08-15 18:00:10,Damaged
SO122303_SKU0018,ORD122303,DS002,SKU0018,2025-08-15 18:34:25,Pick fail
SO122303_SKU0046,ORD122303,DS002,SKU0046,2025-08-15 18:34:25,Expired
SO122313_SKU0067,ORD122313,DS002,SKU0067,2025-08-15 18:07:42,Pick fail
SO122322_SKU0035,ORD122322,DS002,SKU0035,2025-08-15 19:14:07,Damaged
SO122329_SKU0028,ORD122329,DS002,SKU0028,2025-08-15 14:39:04,Expired
SO122337_SKU0067,ORD122337,DS002,SKU0067,2025-08-15 15:39:22,Expired
SO122339_SKU0050,ORD122339,DS002,SKU0050,2025-08-15 09:52:55,Damaged
SO122345_SKU0070,ORD122345,DS002,SKU0070,2025-08-15 19:38:31,Expired
SO122349_SKU0034,ORD122349,DS002,SKU0034,2025-08-15 18:48:19,Zero on hand
SO122351_SKU0067,ORD122351,DS002,SKU0067,2025-08-15 15:14:01,Damaged
SO122354_SKU0020,ORD122354,DS002,SKU0020,2025-08-15 20:51:39,Expired
SO122358_SKU0072,ORD122358,DS002,SKU0072,2025-08-15 21:42:32,Expired
SO122369_SKU0032,ORD122369,DS002,SKU0032,2025-08-15 16:27:00,Zero on hand
SO122379_SKU0021,ORD122379,DS002,SKU0021,2025-08-15 19:58:41,Pick fail
SO122380_SKU0030,ORD122380,DS002,SKU0030,2025-08-15 17:29:19,Pick fail
SO122384_SKU0074,ORD122384,DS002,SKU0074,2025-08-15 21:47:09,Zero on hand
SO122388_SKU0043,ORD122388,DS002,SKU0043,2025-08-15 11:37:02,Damaged
SO122406_SKU0020,ORD122406,DS003,SKU0020,2025-08-15 16:48:03,Zero on hand
SO122422_SKU0045,ORD122422,DS003,SKU0045,2025-08-15 22:56:09,Zero on hand
SO122428_SKU0002,ORD122428,DS003,SKU0002,2025-08-15 18:07:56,Pick fail
SO122456_SKU0005,ORD122456,DS003,SKU0005,2025-08-15 23:44:33,Damaged
SO122460_SKU0049,ORD122460,DS003,SKU0049,2025-08-15 17:27:19,Pick fail
SO122461_SKU0053,ORD122461,DS003,SKU0053,2025-08-15 18:16:40,Zero on hand
SO122467_SKU0067,ORD122467,DS003,SKU0067,2025-08-15 21:52:58,Pick fail
SO122471_SKU0015,ORD122471,DS003,SKU0015,2025-08-15 13:37:28,Pick fail
SO122473_SKU0058,ORD122473,DS003,SKU0058,2025-08-15 11:17:40,Expired
SO122473_SKU0012,ORD122473,DS003,SKU0012,2025-08-15 11:17:40,Expired
SO122478_SKU0057,ORD122478,DS003,SKU0057,2025-08-15 12:00:01,Zero on hand
SO122481_SKU0043,ORD122481,DS003,SKU0043,2025-08-15 18:09:11,Pick fail
SO122498_SKU0068,ORD122498,DS004,SKU0068,2025-08-15 22:46:10,Pick fail
SO122501_SKU0037,ORD122501,DS004,SKU0037,2025-08-15 16:33:59,Damaged
SO122505_SKU0018,ORD122505,DS004,SKU0018,2025-08-15 13:39:43,Damaged
SO122510_SKU0001,ORD122510,DS004,SKU0001,2025-08-15 15:35:08,Pick fail
SO122522_SKU0038,ORD122522,DS004,SKU0038,2025-08-15 19:50:00,Damaged
SO122523_SKU0060,ORD122523,DS004,SKU0060,2025-08-15 18:57:59,Pick fail
SO122525_SKU0050,ORD122525,DS004,SKU0050,2025-08-15 19:28:21,Pick fail
SO122528_SKU0068,ORD122528,DS004,SKU0068,2025-08-15 19:28:18,Pick fail
SO122532_SKU0044,ORD122532,DS004,SKU0044,2025-08-15 13:51:42,Expired
SO122540_SKU0056,ORD122540,DS004,SKU0056,2025-08-15 19:04:13,Pick fail
SO122543_SKU0053,ORD122543,DS004,SKU0053,2025-08-15 18:50:06,Expired
SO122551_SKU0079,ORD122551,DS004,SKU0079,2025-08-15 21:07:59,Zero on hand
SO122567_SKU0004,ORD122567,DS004,SKU0004,2025-08-15 21:13:22,Expired
SO122579_SKU0022,ORD122579,DS004,SKU0022,2025-08-15 15:06:22,Zero on hand
SO122582_SKU0034,ORD122582,DS004,SKU0034,2025-08-15 18:38:11,Damaged
SO122585_SKU0047,ORD122585,DS005,SKU0047,2025-08-15 20:12:23,Expired
SO122598_SKU0043,ORD122598,DS005,SKU0043,2025-08-15 11:05:56,Damaged
SO122605_SKU0045,ORD122605,DS005,SKU0045,2025-08-15 12:08:23,Pick fail
SO122608_SKU0023,ORD122608,DS005,SKU0023,2025-08-15 10:24:36,Damaged
SO122625_SKU0004,ORD122625,DS005,SKU0004,2025-08-15 08:15:05,Expired
SO122641_SKU0042,ORD122641,DS005,SKU0042,2025-08-15 18:19:08,Damaged
SO122641_SKU0001,ORD122641,DS005,SKU0001,2025-08-15 18:19:08,Zero on hand
SO122648_SKU0074,ORD122648,DS005,SKU0074,2025-08-15 18:34:18,Zero on hand
SO122661_SKU0060,ORD122661,DS005,SKU0060,2025-08-15 21:41:28,Pick fail
SO122689_SKU0002,ORD122689,DS005,SKU0002,2025-08-15 11:47:59,Damaged
SO122690_SKU0050,ORD122690,DS005,SKU0050,2025-08-15 17:57:05,Pick fail
SO122714_SKU0038,ORD122714,DS005,SKU0038,2025-08-15 19:30:49,Damaged
SO122721_SKU0008,ORD122721,DS005,SKU0008,2025-08-15 13:22:36,Pick fail
